FileName,DateTime,ExifImageHeight,ExifImageWidth,Orientation,Latitude,Longitude,Altitude
GED0000.JPG,2016:02:05 17:26:13,303.75,540,1,None,None,None
GED0001.JPG,2016:02:05 17:26:19,303.75,540,1,None,None,None
GED0002.JPG,2016:02:05 17:28:28,303.75,540,1,None,None,None
GED0003.JPG,2016:02:05 17:29:20,303.75,540,6,None,None,None
GED0004.JPG,2016:02:05 17:29:53,303.75,540,1,None,None,None
GED0005.JPG,2016:02:05 17:34:29,303.75,540,1,None,None,None
GED0006.JPG,2016:02:05 17:37:23,303.75,540,1,None,None,None
GED0007.JPG,2016:02:05 17:39:03,303.75,540,1,None,None,None
GED0008.JPG,2016:02:05 17:43:34,303.75,540,1,None,None,None
GED0009.JPG,2016:02:05 17:49:19,303.75,540,1,None,None,None
GED0010.JPG,2015:12:20 17:33:27,357.6623376623377,540,1,None,None,None
GED0011.JPG,2015:12:20 17:33:38,357.6623376623377,540,1,None,None,None
GED0012.JPG,2015:12:20 17:34:13,357.6623376623377,540,1,None,None,None
GED0013.JPG,2015:12:20 17:34:36,357.6623376623377,540,1,None,None,None
GED0014.JPG,2015:12:20 17:34:52,357.6623376623377,540,1,None,None,None
GED0015.JPG,2015:12:20 17:35:14,357.6623376623377,540,1,None,None,None
GED0016.JPG,2015:12:20 17:35:26,357.6623376623377,540,1,None,None,None
GED0017.JPG,2015:12:20 17:37:03,357.6623376623377,540,1,None,None,None
GED0018.JPG,2015:12:20 17:37:22,357.6623376623377,540,1,None,None,None
GED0019.JPG,2015:12:20 17:37:33,357.6623376623377,540,1,None,None,None
GED0020.JPG,2015:12:20 17:38:35,357.6623376623377,540,1,None,None,None
GED0021.JPG,2015:12:20 17:58:12,357.6623376623377,540,1,None,None,None
GED0022.JPG,2015:12:20 17:58:22,357.6623376623377,540,1,None,None,None
GED0023.JPG,2015:12:20 18:10:42,357.6623376623377,540,1,None,None,None
GED0024.JPG,2015:12:20 18:10:52,357.6623376623377,540,1,None,None,None
GED0025.JPG,2015:12:20 18:12:26,357.6623376623377,540,1,None,None,None
GED0026.JPG,2015:12:20 18:12:40,357.6623376623377,540,1,None,None,None
GED0027.JPG,2015:12:20 18:19:28,357.6623376623377,540,1,None,None,None
GED0028.JPG,2015:12:20 18:20:24,357.6623376623377,540,1,None,None,None
GED0029.JPG,2015:12:20 18:38:10,357.6623376623377,540,1,None,None,None
GED0030.JPG,2015:12:20 18:41:29,357.6623376623377,540,1,None,None,None
GED0031.JPG,2015:12:20 20:45:12,357.6623376623377,540,1,None,None,None
GED0032.JPG,2015:12:27 17:25:50,357.6623376623377,540,1,None,None,None
GED0033.JPG,2015:12:27 17:25:55,357.6623376623377,540,1,None,None,None
GED0034.JPG,2015:12:27 17:26:08,357.6623376623377,540,1,None,None,None
GED0035.JPG,2015:12:27 18:22:11,357.6623376623377,540,1,None,None,None
GED0036.JPG,2015:12:27 18:22:20,357.6623376623377,540,1,None,None,None
GED0037.JPG,2015:12:27 19:08:33,357.6623376623377,540,1,None,None,None
GED0038.JPG,2015:12:27 19:09:22,357.6623376623377,540,1,None,None,None
GED0039.JPG,2016:02:06 17:39:53,357.6623376623377,540,8,None,None,None
GED0040.JPG,2016:02:06 18:05:53,357.6623376623377,540,1,None,None,None
GED0041.JPG,2016:02:06 21:08:50,357.6623376623377,540,1,None,None,None
GED0042.JPG,2016:02:06 22:15:22,357.6623376623377,540,1,None,None,None
GED0043.JPG,2016:02:06 22:40:13,357.6623376623377,540,1,None,None,None
GED0044.JPG,2016:02:07 00:29:44,357.6623376623377,540,1,None,None,None
GED0045.JPG,2016:02:07 00:38:42,357.6623376623377,540,1,None,None,None
GED0046.JPG,2016:02:05 18:05:56,303.75,540,6,None,None,None
GED0047.JPG,2016:02:06 14:05:43,303.75,540,6,None,None,None
GED0048.JPG,2016:02:06 15:43:03,303.75,540,1,None,None,None
GED0049.JPG,2016:02:07 13:02:44,303.75,540,6,None,None,None
GED0050.JPG,2016:02:12 12:29:35,303.75,540,1,None,None,None
GED0051.JPG,2016:03:03 15:36:27,303.75,540,1,51.44810444444444,5.484960833333333,None
GED0052.JPG,2015:12:20 17:33:05,357.6623376623377,540,1,None,None,None
GED0053.JPG,2015:12:20 18:20:17,357.6623376623377,540,1,None,None,None
GED0054.JPG,2016:02:07 00:40:06,357.6623376623377,540,1,None,None,None
GED0055.JPG,2016:02:10 17:31:34,357.6623376623377,540,1,None,None,None
GED0056.JPG,2016:02:27 18:22:28,357.6623376623377,540,1,None,None,None
GED0057.JPG,2016:02:10 17:34:27,357.6623376623377,540,1,None,None,None
GED0058.JPG,2016:02:10 20:05:52,357.6623376623377,540,1,None,None,None
GED0059.JPG,2016:02:10 20:48:04,357.6623376623377,540,1,None,None,None
GED0060.JPG,2016:02:10 20:49:41,357.6623376623377,540,1,None,None,None
GED0061.JPG,2016:02:10 22:06:35,357.6623376623377,540,1,None,None,None
GED0062.JPG,2016:02:10 22:49:30,357.6623376623377,540,1,None,None,None
GED0063.JPG,2016:02:11 00:41:20,357.6623376623377,540,1,None,None,None
GED0064.JPG,2016:02:11 00:51:21,357.6623376623377,540,8,None,None,None
GED0065.JPG,2016:02:11 01:46:37,357.6623376623377,540,1,None,None,None
GED0066.JPG,2016:02:11 16:28:44,357.6623376623377,540,1,None,None,None
GED0067.JPG,2016:02:12 16:39:27,357.6623376623377,540,1,None,None,None
GED0068.JPG,2016:02:12 16:47:17,357.6623376623377,540,1,None,None,None
GED0069.JPG,2016:02:12 18:56:55,357.6623376623377,540,1,None,None,None
GED0070.JPG,2016:02:12 19:02:38,357.6623376623377,540,1,None,None,None
GED0071.JPG,2016:02:12 19:33:20,357.6623376623377,540,1,None,None,None
GED0072.JPG,2016:02:12 21:53:03,357.6623376623377,540,1,None,None,None
GED0073.JPG,2016:02:14 05:17:08,357.6623376623377,540,1,None,None,None
GED0074.JPG,2016:02:14 05:23:23,357.6623376623377,540,1,None,None,None
GED0075.JPG,2016:02:07 00:49:18,357.6623376623377,540,1,None,None,None
GED0076.JPG,2016:02:07 02:51:09,357.6623376623377,540,1,None,None,None
GED0077.JPG,2016:02:07 02:59:45,357.6623376623377,540,1,None,None,None
GED0078.JPG,2016:02:07 18:14:23,357.6623376623377,540,1,None,None,None
GED0079.JPG,2016:02:07 19:06:40,357.6623376623377,540,8,None,None,None
GED0080.JPG,2016:02:07 19:24:38,357.6623376623377,540,1,None,None,None
GED0081.JPG,2016:02:07 19:29:11,357.6623376623377,540,8,None,None,None
GED0082.JPG,2016:02:07 19:55:47,357.6623376623377,540,1,None,None,None
GED0083.JPG,2016:02:08 14:55:32,357.6623376623377,540,1,None,None,None
GED0084.JPG,2016:02:08 15:32:12,357.6623376623377,540,1,None,None,None
GED0085.JPG,2016:02:08 15:44:16,357.6623376623377,540,1,None,None,None
GED0086.JPG,2016:02:08 15:46:32,357.6623376623377,540,1,None,None,None
GED0087.JPG,2016:02:08 17:20:00,357.6623376623377,540,1,None,None,None
GED0088.JPG,2016:02:08 21:53:52,357.6623376623377,540,1,None,None,None
GED0089.JPG,2016:02:08 22:54:19,357.6623376623377,540,1,None,None,None
GED0090.JPG,2016:02:08 23:24:18,357.6623376623377,540,8,None,None,None
GED0091.JPG,2016:02:09 18:17:10,357.6623376623377,540,1,None,None,None
GED0092.JPG,2016:02:09 18:47:09,357.6623376623377,540,1,None,None,None
GED0093.JPG,2016:02:09 21:46:44,357.6623376623377,540,8,None,None,None
GED0094.JPG,2016:02:09 22:16:40,357.6623376623377,540,1,None,None,None
GED0095.JPG,2016:02:10 01:33:31,357.6623376623377,540,8,None,None,None
GED0096.JPG,2016:02:10 17:26:43,357.6623376623377,540,1,None,None,None
GED0097.JPG,2016:02:10 17:28:26,357.6623376623377,540,1,None,None,None
GED0098.JPG,2016:02:05 18:07:25,303.75,540,6,None,None,None
GED0099.JPG,2016:02:05 18:08:07,303.75,540,6,None,None,None
GED0100.JPG,2016:02:05 18:13:54,303.75,540,6,None,None,None
GED0101.JPG,2016:02:05 18:14:10,303.75,540,6,None,None,None
GED0102.JPG,2016:02:05 19:31:15,303.75,540,6,None,None,None
GED0103.JPG,2016:02:05 20:05:57,303.75,540,6,None,None,None
GED0104.JPG,2016:02:06 10:13:57,303.75,540,6,None,None,None
GED0105.JPG,2016:02:06 10:14:10,303.75,540,6,None,None,None
GED0106.JPG,2016:02:06 10:59:58,303.75,540,1,None,None,None
GED0107.JPG,2016:02:06 11:06:10,303.75,540,6,None,None,None
GED0108.JPG,2016:02:06 11:19:59,303.75,540,1,None,None,None
GED0109.JPG,2016:02:06 12:27:46,303.75,540,1,None,None,None
GED0110.JPG,2016:02:06 14:02:46,303.75,540,6,None,None,None
GED0111.JPG,2016:02:06 14:05:58,303.75,540,6,None,None,None
GED0112.JPG,2016:02:06 14:07:49,303.75,540,6,None,None,None
GED0113.JPG,2016:02:06 14:27:40,303.75,540,1,None,None,None
GED0114.JPG,2016:02:06 14:44:53,303.75,540,6,None,None,None
GED0115.JPG,2016:02:06 14:45:05,303.75,540,6,None,None,None
GED0116.JPG,2016:02:06 14:51:28,303.75,540,6,None,None,None
GED0117.JPG,2016:02:06 14:51:59,303.75,540,6,None,None,None
GED0118.JPG,2016:02:06 14:54:40,303.75,540,6,None,None,None
GED0119.JPG,2016:02:06 15:04:16,303.75,540,6,None,None,None
GED0120.JPG,2016:02:06 15:07:30,303.75,540,1,None,None,None
GED0121.JPG,2016:02:06 15:08:56,303.75,540,6,None,None,None
GED0122.JPG,2016:02:06 15:20:01,303.75,540,1,None,None,None
GED0123.JPG,2016:02:06 15:29:21,303.75,540,1,None,None,None
GED0124.JPG,2016:02:06 15:34:11,303.75,540,6,None,None,None
GED0125.JPG,2016:02:06 17:48:55,303.75,540,1,None,None,None
GED0126.JPG,2016:02:06 17:59:21,303.75,540,6,None,None,None
GED0127.JPG,2016:02:06 19:49:59,303.75,540,1,None,None,None
GED0128.JPG,2016:02:06 19:50:29,303.75,540,6,None,None,None
GED0129.JPG,2016:02:06 19:50:38,303.75,540,6,None,None,None
GED0130.JPG,2016:02:06 19:52:45,303.75,540,6,None,None,None
GED0131.JPG,2016:02:06 19:52:48,303.75,540,6,None,None,None
GED0132.JPG,2016:02:06 19:53:02,303.75,540,1,None,None,None
GED0133.JPG,2016:02:07 10:40:51,303.75,540,1,None,None,None
GED0134.JPG,2016:02:07 11:04:22,303.75,540,6,None,None,None
GED0135.JPG,2016:02:07 12:39:31,303.75,540,1,None,None,None
GED0136.JPG,2016:02:07 14:17:19,303.75,540,6,None,None,None
GED0137.JPG,2016:02:07 15:56:53,303.75,540,6,None,None,None
GED0138.JPG,2016:02:07 15:59:05,303.75,540,1,None,None,None
GED0139.JPG,2016:02:08 05:39:44,303.75,540,1,None,None,None
GED0140.JPG,2016:02:09 17:59:19,303.75,540,6,None,None,None
GED0141.JPG,2016:02:09 18:02:13,303.75,540,1,None,None,None
