FileName,DateTime,ExifImageHeight,ExifImageWidth,Orientation,Latitude,Longitude,Altitude
GED0142.JPG,2016:02:09 20:46:35,303.75,540,6,None,None,None
GED0143.JPG,2016:02:10 13:03:24,303.75,540,1,None,None,None
GED0144.JPG,2016:02:11 12:22:42,303.75,540,1,None,None,None
GED0145.JPG,2016:02:12 09:38:41,303.75,540,1,None,None,None
GED0146.JPG,2016:02:12 09:39:00,303.75,540,6,None,None,None
GED0147.JPG,2016:02:12 09:40:10,303.75,540,1,None,None,None
GED0148.JPG,2016:02:12 09:40:57,303.75,540,6,None,None,None
GED0149.JPG,2016:02:12 09:46:07,303.75,540,6,None,None,None
GED0150.JPG,2016:02:12 12:29:41,303.75,540,1,None,None,None
GED0151.JPG,2016:02:12 12:30:06,303.75,540,6,None,None,None
GED0152.JPG,2016:02:12 12:48:44,303.75,540,1,None,None,None
GED0153.JPG,2016:02:15 14:31:27,303.75,540,6,None,None,None
GED0154.JPG,2016:02:15 14:31:32,303.75,540,1,None,None,None
GED0155.JPG,2016:02:15 14:31:32,303.75,540,1,None,None,None
GED0156.JPG,2016:02:17 21:21:14,303.75,540,6,None,None,None
GED0157.JPG,2016:02:23 12:08:37,303.75,540,6,51.444605277777775,5.471621666666667,None
GED0158.JPG,2016:02:23 13:28:42,303.75,540,6,None,None,None
GED0159.JPG,2016:02:23 18:51:40,303.75,540,1,51.447599999999994,5.486226388888889,146.0
GED0160.JPG,2016:02:23 18:52:18,303.75,540,6,51.44701777777777,5.486608888888889,92.0
GED0161.JPG,2016:03:05 18:10:28,303.75,540,6,51.45032833333334,5.4728275,51.0
GED0162.JPG,2016:03:07 17:26:05,303.75,540,1,51.444357499999995,5.470506111111111,96.0
GED0163.JPG,2016:03:07 17:26:53,303.75,540,6,51.44429777777778,5.470604444444445,83.0
GED0164.JPG,2016:03:10 18:09:00,303.75,540,1,None,None,None
GED0165.JPG,2016:03:13 14:25:19,303.75,540,6,51.446976388888885,5.485821388888889,None
GED0166.JPG,2016:03:16 18:33:39,303.75,540,1,None,None,None
GED0167.JPG,2016:03:16 18:33:46,303.75,540,1,None,None,None
GED0168.JPG,2015:12:19 19:39:55,357.6623376623377,540,1,None,None,None
GED0169.JPG,2015:12:19 19:41:24,357.6623376623377,540,1,None,None,None
GED0170.JPG,2015:12:19 19:42:02,357.6623376623377,540,1,None,None,None
GED0171.JPG,2015:12:19 19:42:44,357.6623376623377,540,1,None,None,None
GED0172.JPG,2015:12:19 19:44:29,357.6623376623377,540,1,None,None,None
GED0173.JPG,2015:12:19 19:46:54,357.6623376623377,540,1,None,None,None
GED0174.JPG,2015:12:19 19:47:16,357.6623376623377,540,1,None,None,None
GED0175.JPG,2015:12:19 19:56:33,357.6623376623377,540,1,None,None,None
GED0176.JPG,2015:12:19 20:02:48,357.6623376623377,540,1,None,None,None
GED0177.JPG,2015:12:19 20:13:09,357.6623376623377,540,1,None,None,None
GED0178.JPG,2015:12:19 20:53:10,357.6623376623377,540,1,None,None,None
GED0179.JPG,2015:12:19 20:53:17,357.6623376623377,540,1,None,None,None
GED0180.JPG,2015:12:19 20:53:27,357.6623376623377,540,1,None,None,None
GED0181.JPG,2015:12:19 20:53:35,357.6623376623377,540,1,None,None,None
GED0182.JPG,2015:12:19 20:53:41,357.6623376623377,540,1,None,None,None
GED0183.JPG,2015:12:19 20:55:05,357.6623376623377,540,1,None,None,None
GED0184.JPG,2015:12:19 20:55:20,357.6623376623377,540,1,None,None,None
GED0185.jpg,2015:01:31 11:57:20,405.0,540,6,None,None,None
GED0186.jpg,2015:01:31 11:57:36,405.0,540,6,None,None,None
GED0187.jpg,2015:01:31 14:55:01,405.0,540,1,None,None,None
